dissolvedOxygen	organicCarbon	phosphorus	depth	pH	salinity	temperature	turbidity	lightIntensity	hardness	nitrate	ammonia	total_nitrogen	class	siteType	area	storm	collectionMethod
1.6127840272010678	1.9092719946558396	-0.1418086565705359	0.13721673795953393	0.9216622211970388	0.47709234431385994	-0.9221350218269057	-0.2944760485295236	-1.8004299146727174	-1.0202102197359555	0.4785445816746692	0.23748866535010033	-1.0407406042742355	poor	Large Lake	VIC	No	Grab
-0.5609458499851001	-0.8897900196808324	-0.8138980738694446	-0.5642388388514519	0.02544768154621124	0.19922838499769568	-0.4958172708086005	0.4640525150098879	-0.10643045025488657	-0.7541670905398362	0.5708262395744806	0.6640268584649482	0.793473393322493	good	River	QLD	No	Grab
1.4868143108211185	-0.5539205309112583	-0.3255405893126657	-0.7969690673053265	0.7113162174355239	0.4016666971147061	-3.110462257876124	-1.5370578648813384	1.833467782198364	-1.2256678781136492	0.14079981275011358	0.04487514314935359	1.2416938828625168	good	Stream	NT	No	Flow-Proportional
2.0001093900055116	-0.3742559197926249	0.3781573971654773	0.39620450837537646	0.08098792610689998	0.575176416663453	-0.6927605881545021	0.9861541749107736	1.0239007287318769	-1.0169049647560735	0.9485607108554276	1.1063039943092008	0.423840978445024	good	Stream	ACT	No	Grab
1.2835361782457195	-0.2449520512591036	-1.9944853620480043	-0.6145484186708927	0.8367631218861789	0.06373411370441318	0.298901175659299	0.6302221490056503	-0.00428592667880492	1.7219955026124705	1.2600260738385418	0.7986551207023311	1.5076448921690555	good	Small Lake	QLD	No	Grab
-0.3527522238908406	0.08011340559216018	-0.9993566932428972	0.725861637853086	0.13737930660136044	0.47593347635120153	-0.06867296617260174	0.05734381145170351	2.2799129390118096	2.9998887838027612	-0.8723944795260361	-0.978034900640826	-0.6168932918627926	good	River	WA	No	Flow-Proportional
2.031629819824129	1.8515405011501995	0.2838224231340894	0.46889564394950867	0.27887631952762604	0.6785296078305691	-0.8683798936952477	-0.38160546332129847	0.12345216684807232	2.503172483428278	-0.9819450172797558	-0.22877724047805287	-0.36298331775734816	poor	Large Lake	NSW	Yes	Grab
0.31270418411037326	-0.5558876569281801	-1.1011939768431591	0.3474441822618246	0.0116609544493258	0.6972890852484852	-0.6681428939538353	-0.6331867577680211	-0.14407912610690396	0.4696137872779004	-2.301716476256921	-2.035678001126106	-1.0013362245511404	good	Small Lake	QLD	No	Grab
3.0553331124301244	2.1300912969786023	0.9833469823595288	-0.08412458188831806	0.8261784110218287	0.11749143828637898	0.16941256204090677	-0.06791297146893427	-1.3184915626270468	1.1792436515228384	-1.7767350525763426	-1.3273833264180257	-0.7336993139393696	poor	River	WA	No	Grab
-0.4068691771969458	0.24575373953898785	-1.01662540554706	0.01696961745619774	0.5392609485425055	0.35442772321403027	0.07251087496043267	1.9219290104777955	3.2814432325499236	0.4027444060819149	0.15619399132489964	0.3700378796002094	0.15121571196719663	poor	River	QLD	No	Flow-Proportional
2.629121797511802	0.7231490411568003	-0.8639074951386431	-0.20229735784232616	0.4742060152348131	0.6893695842009038	-2.1983661285469385	0.2298625787098673	-0.7635393441546456	0.5034502086383028	0.1908209370993789	0.488471729571387	1.2926092372257945	good	Stream	NT	No	Grab
2.4946220424180816	3.3798763364176723	-0.22698666932035255	0.14691177383065224	0.5752947919536382	0.34228728245943785	-0.9208954119386684	0.21707928256105635	-1.424984755838762	0.2049726262395686	-1.6927407397988925	-1.168323173808918	-0.7355037426184873	poor	River	VIC	No	Flow-Proportional
-2.0498309773865904	-1.518216767644592	-0.27238805945522226	-0.5276941871270537	0.399583536433056	0.213728059316054	-0.07181578412685155	-2.166449046936522	1.4003349200223318	0.5909783331864041	0.6303111177438075	0.3009133915704158	0.6676058886625553	poor	Stream	SA	No	Flow-Proportional
0.1566252737141028	-0.8728465837317776	-0.25379043824323777	-0.8105957368388772	0.8301855199970305	0.6641309140250087	0.8730530404359226	0.5790981193636547	0.0927346909170608	0.7812941432530944	-1.572888590510167	-0.08213083337962068	-0.8159807220456208	good	Large Lake	NT	Yes	Composite
-0.11342590131284684	-0.22908281342215092	0.41577637344303625	-0.9566308339126408	0.19298395165242255	0.29106584610417485	-2.050876819208824	-0.5855057085000526	0.734892725081237	-0.4812148938050508	-0.18534523243148376	-0.09871063009880356	-0.3097035838354891	good	Small Lake	NSW	No	Grab
0.28852786530560304	1.345258289035352	0.5724418696249073	0.06859541218727827	0.9771000314503908	0.8477066822815686	-0.07291772292250613	-0.02723017666651039	0.4496172876990432	0.6798782414259519	1.6922810071265575	1.8345967737244	0.5209253052806622	poor	Small Lake	TAS	No	Flow-Proportional
-1.1643416370543238	0.4340826597034297	-1.8182362411895272	0.3031772789545357	0.01363759371452033	0.35259762522764504	-1.2950945505404667	-0.13228077697568708	0.2759557361807931	1.88532424110238	-0.6727712733626667	0.4548990939681178	0.7996810868101527	poor	River	VIC	Yes	Grab
-4.293165536377999	-2.531392006897522	0.9533368491614068	-0.5347554879263043	0.5246893109288067	0.6323644830845296	0.7939019977103949	-0.6142851538997584	0.7887124855978062	1.0424556917457444	-0.2023173283081797	-1.6001208170262609	-1.4949470482416751	poor	Large Lake	NSW	No	Composite
-3.3543628534189924	-2.915310206199623	1.3442478727131155	-0.9832428065128624	0.17998180142603817	0.07170569687150419	-0.4478148553630958	1.111271825961358	-0.16066025444976317	0.2497077098221684	-2.1378086590887184	-2.934043193169023	-0.9823296076166516	poor	Large Lake	NSW	No	Flow-Proportional
1.8226003776064592	1.568832213614357	-0.7544702152616573	0.2258093007840216	0.22014906723052263	0.603945066453889	-0.3940787476301338	1.1881547731146904	-0.9165469162578438	-0.05980199168129056	-0.266384540284022	-0.27644015153859613	-0.8507629686445326	poor	Large Lake	TAS	No	Composite
-0.6633586393383117	-0.1244101723682668	-1.8869022370374688	0.7120211268775165	0.40324219316244125	0.852334171300754	-0.8371676414199068	-0.19413834437608504	0.09136181197435182	0.28733425540261764	0.46660781038520793	0.35888069622628355	0.48200407659124855	good	River	VIC	No	Grab
-2.135431520763153	-2.4408327049990177	-1.6391599961116463	-0.18715297151356936	0.9522313782945276	0.13870129687711596	-1.5538855036785746	-1.2726236499496124	0.8613961763779262	-0.6825818528914915	0.33762440532122506	-0.7299145023560261	-1.2471756537605054	poor	River	VIC	No	Grab
0.3725058514772124	-0.8141695352855025	-1.9128198934023748	0.133948287460953	0.8590911168139428	0.30683203879743814	-1.2830247611747434	-0.7638646353805718	0.05989471469265703	-1.5464169993032872	-0.6232589023427094	-0.35030112933901497	-0.2764789973254811	good	Stream	ACT	No	Composite
1.0608758825675932	2.059679921090832	0.3087210617573111	-0.8646008856594563	0.9042145144194365	0.93614611774683	-0.4518115736986589	1.942259478527555	-3.0118955812792767	1.3503125890671526	-1.4081737307877742	-0.7256158838050016	-1.4527111216444657	poor	Large Lake	SA	No	Grab
2.023454405127905	2.8453857531748663	0.6341575920460348	0.07787094777449965	0.6255543895531446	0.8142645540647209	0.5342405597135395	-1.2393277685174124	-0.10018420342684342	-0.8589991944688407	-1.646535324316997	-2.068149796835949	-2.008670465647954	poor	Stream	SA	Yes	Flow-Proportional
-1.29896748912867	0.19307226644514164	1.4739677227512635	-0.049347507301718	0.730489655630663	0.15149349649436772	0.3542060082595401	0.04894303404947441	-0.5172067067005605	0.2842130901402332	0.6677455663952814	0.44093207011943913	0.7663598997087869	poor	River	VIC	No	Grab
-1.3164182776023987	0.655481266195094	0.32357209555768995	-0.3646636698395014	0.5512320231646299	0.4275440846104175	1.7628279441540289	-0.709460884859677	0.5843582547662235	1.7396202089084	0.01519024836100468	-0.466723248216361	0.03853444928546401	poor	Large Lake	VIC	No	Grab
-3.1355868894568757	-1.3940610912318658	0.9235101250903816	-0.196741018909961	0.06496016215533018	0.977474235696718	0.26600791450640215	-1.0945060458764546	0.6899339940618295	0.6476080955808837	-0.48246798110560646	-0.20469861442358295	-0.2347495773010162	poor	Stream	ACT	No	Flow-Proportional
0.12404028463032812	1.057971221696931	-0.5568824393261113	-0.9671265641227365	0.5429258479271084	0.4314695396460593	-0.49491916971679895	0.6234089348557197	0.844866732921033	1.9150072819259392	0.9656737110097756	0.19829300158457872	1.050543756243452	poor	Stream	WA	No	Flow-Proportional
-0.8005216654106262	-0.8436549407617078	-0.9929308536286412	-0.9089727266691624	0.04941198066808283	0.02604146022349596	0.54447093554414006	0.44183285163022734	0.6779833696366354	-1.4217194632686296	0.6723848877235623	0.9874299743961664	0.5596770035439992	good	River	VIC	Yes	Flow-Proportional
0.6390401908494953	0.5310323613535363	0.26736268127923085	0.3694135625846684	0.605464942054823	0.12721427460201085	-0.33632133342099624	-0.06719481625366129	-1.4428366882377786	-0.7444715629741991	0.3447739725128146	-0.8760810514231181	-0.7954814539101847	good	River	NT	No	Grab
1.149632961368809	0.661126943997432	0.3372029405450637	0.00975491618737578	0.871491659199819	0.04855841584503651	1.3417224839362738	1.3128962411322818	2.206106890732152	0.22618562163618464	0.4465374978569569	1.2876563336841798	0.9821210080751565	poor	Stream	ACT	No	Grab
1.7916965847444053	0.8675325117954067	-2.0733075969556625	0.24061209382489324	0.5469110303092748	0.7094838155899197	0.07289044462382624	0.33182361852529807	1.256147189955363	-0.05660507798713019	1.477618062486616	1.7788643416150125	1.7083328700164084	good	Stream	QLD	No	Composite
-0.551398087408093	-1.0129620956697427	0.937936932333045	0.5102749061770737	0.04082824196666479	0.9587241522967817	2.3544459745350266	0.29146320492202793	0.7037566382942799	0.7144897844037114	0.5601516990137413	1.5130296246181212	1.382189125130994	good	River	WA	No	Grab
0.28547536548760416	1.0117778346225867	-0.613064599652876	-0.3043088698759675	0.17808097531087697	0.5223176598083228	-2.269930060169453	1.5317562454838392	-1.810478996230169	1.2704360988051306	0.2665948688471079	-0.2515300075183749	-0.635946277864713	poor	Stream	NT	No	Grab
